API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Oct 30 14:06:49 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2071-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2072-Jan-01 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.231027.p240119                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-OCT-27. PREDICTS-> 2024-JAN-18
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
***********************************************************************************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,    NP.ang,  NP.dist,     S-T-O,
***********************************************************************************************************************************************
$$SOE
 2071-Jan-01 00:00, , , 18 17 14.13, -18 25 11.3,    0.42183,  359.853399,  -6.516052,  185.431709,   1.563670,  358.0512, -875.634,  172.5479,
 2071-Jan-01 01:00, , , 18 19 18.67, -18 23 57.1,    0.38556,  359.800241,  -6.522504,  184.923865,   1.563703,  357.8318, -875.648,  172.8759,
 2071-Jan-01 02:00, , , 18 21 23.19, -18 22 37.9,    0.35237,  359.747134,  -6.528467,  184.416019,   1.563732,  357.6125, -875.664,  173.1899,
 2071-Jan-01 03:00, , , 18 23 27.69, -18 21 13.6,    0.32225,  359.694077,  -6.533938,  183.908173,   1.563759,  357.3935, -875.684,  173.4877,
 2071-Jan-01 04:00, , , 18 25 32.16, -18 19 44.3,    0.29522,  359.641073,  -6.538918,  183.400326,   1.563781,  357.1746, -875.707,  173.7672,
 2071-Jan-01 05:00, , , 18 27 36.61, -18 18 10.0,    0.27127,  359.588122,  -6.543405,  182.892478,   1.563801,  356.9561, -875.733,  174.0258,
 2071-Jan-01 06:00, , , 18 29 41.03, -18 16 30.7,    0.25041,  359.535226,  -6.547400,  182.384630,   1.563817,  356.7377, -875.763,  174.2605,
 2071-Jan-01 07:00, , , 18 31 45.42, -18 14 46.3,    0.23264,  359.482384,  -6.550902,  181.876781,   1.563830,  356.5197, -875.795,  174.4684,
 2071-Jan-01 08:00, , , 18 33 49.79, -18 12 57.0,    0.21795,  359.429599,  -6.553910,  181.368932,   1.563840,  356.3019, -875.831,  174.6462,
 2071-Jan-01 09:00, , , 18 35 54.12, -18 11 02.6,    0.20636,  359.376871,  -6.556424,  180.861083,   1.563846,  356.0845, -875.870,  174.7910,
 2071-Jan-01 10:00, , , 18 37 58.42, -18 09 03.3,    0.19786,  359.324201,  -6.558445,  180.353233,   1.563849,  355.8674, -875.913,  174.8999,
 2071-Jan-01 11:00, , , 18 40 02.68, -18 06 59.0,    0.19246,  359.271590,  -6.559971,  179.845383,   1.563848,  355.6506, -875.959,  174.9706,
